TITLE = "Slice Z = -10"
VARIABLES = "X", "Y", "ExR", "EyR", "EzR", "ExI", "EyI", "EzI", "abs(E)"
ZONE I= 100, J= 100, F=POINT
-7.00000000000000000e+02 -7.00000000000000000e+02 1.14989365558548991e-09 3.42587722429051552e-23 -3.52795063658938269e-24 -9.15948587642499532e-10 -1.06591499017169857e-23 1.96663600061195285e-24 1.47010789888363328e-09
-7.00000000000000000e+02 -6.85858585858585911e+02 -2.70112279226743223e-10 -2.59518160132278422e-23 2.37698000851764548e-24 -3.43249986551412305e-10 4.94672014336244991e-24 -4.65560068604038170e-24 4.36785069177748824e-10
-7.00000000000000000e+02 -6.71717171717171709e+02 -1.58069604900685006e-09 -2.59518160132278422e-23 2.37698000851764548e-24 2.07376410214857729e-10 4.94672014336244991e-24 -4.65560068604038170e-24 1.59424119093049009e-09
-7.00000000000000000e+02 -6.57575757575757621e+02 -2.89127981878694665e-09 -2.59518160132278422e-23 2.37698000851764548e-24 7.58002806981123471e-10 4.94672014336244991e-24 -4.65560068604038170e-24 2.98899100800185443e-09
-7.00000000000000000e+02 -6.43434343434343418e+02 -4.20186358856705339e-09 -2.59518160132278422e-23 2.37698000851764548e-24 1.30862920374739288e-09 4.94672014336244991e-24 -4.65560068604038170e-24 4.40092808505502950e-09
-7.00000000000000000e+02 -6.29292929292929330e+02 -5.51244735834715019e-09 -2.59518160132278422e-23 2.37698000851764548e-24 1.85925560051365878e-09 4.94672014336244991e-24 -4.65560068604038170e-24 5.81755165568728583e-09
-7.00000000000000000e+02 -6.15151515151515127e+02 -6.82303112812725775e-09 -2.59518160132278422e-23 2.37698000851764548e-24 2.40988199727992840e-09 4.94672014336244991e-24 -4.65560068604038170e-24 7.23610979851794513e-09
-7.00000000000000000e+02 -6.01010101010101039e+02 -8.13361489790735372e-09 -2.59518160132278422e-23 2.37698000851764548e-24 2.96050839404619430e-09 4.94672014336244991e-24 -4.65560068604038170e-24 8.65565140579716423e-09
-7.00000000000000000e+02 -5.86868686868686837e+02 -5.08936826352897322e-09 -4.15650023077417657e-24 -1.48099128322936675e-25 1.45877913644551733e-09 -1.45850095218358780e-25 -1.06486454549360137e-25 5.29430882087025998e-09
-7.00000000000000000e+02 -5.72727272727272748e+02 -4.57713622040615094e-09 1.20379031337023411e-23 4.45660714299842771e-25 1.47085545683678365e-09 2.64781448677453887e-24 3.73552114754447750e-25 4.80765969626183580e-09
-7.00000000000000000e+02 -5.58585858585858546e+02 -4.39894166652958556e-09 1.20379031337023411e-23 4.45660714299842771e-25 1.42764359709577895e-09 2.64781448677453887e-24 3.73552114754447750e-25 4.62480853937313398e-09
-7.00000000000000000e+02 -5.44444444444444457e+02 -4.22074711265302101e-09 1.20379031337023411e-23 4.45660714299842771e-25 1.38443173735477467e-09 2.64781448677453887e-24 3.73552114754447750e-25 4.44199925983379437e-09
-7.00000000000000000e+02 -5.30303030303030255e+02 -4.04255255877645315e-09 1.20379031337023411e-23 4.45660714299842771e-25 1.34121987761376977e-09 2.64781448677453887e-24 3.73552114754447750e-25 4.25923724985781243e-09
-7.00000000000000000e+02 -5.16161616161616166e+02 -3.86435800489988859e-09 1.20379031337023411e-23 4.45660714299842771e-25 1.29800801787276528e-09 2.64781448677453887e-24 3.73552114754447750e-25 4.07652886712406746e-09
-7.00000000000000000e+02 -5.02020202020202021e+02 -3.68616345102332156e-09 1.20379031337023411e-23 4.45660714299842771e-25 1.25479615813176038e-09 2.64781448677453887e-24 3.73552114754447750e-25 3.89388166051851005e-09
-7.00000000000000000e+02 -4.87878787878787875e+02 -3.50796889714675617e-09 1.20379031337023411e-23 4.45660714299842771e-25 1.21158429839075609e-09 2.64781448677453887e-24 3.73552114754447750e-25 3.71130466217151855e-09
