TITLE = "Line y = 0, z = -700"
VARIABLES = "x", "ExR", "EyR", "EzR", "ExI", "EyI", "EzI", "abs(E)"
ZONE I= 1000, F=POINT
-6.00000000000000000e+02 -3.09245454618782709e-12 1.22471773564254607e-09 1.49899392172334584e-13 -8.18688318524605559e-13 -6.69126363922595994e-10 -5.72932294987703600e-13 1.39559098848502367e-09
-5.98798798798798771e+02 -2.90320837447239971e-12 1.22819383968603762e-09 2.95633055841338492e-15 -8.06404709472841441e-13 -6.67636110530506519e-10 -6.22913667144064097e-13 1.39792973745629722e-09
-5.97597597597597542e+02 6.71539704290681271e-13 1.22551570188699750e-09 -3.79351369062884153e-12 4.56108533246495044e-13 -6.68385670486746935e-10 -2.01902887074872775e-12 1.39593956398830855e-09
-5.96396396396396426e+02 6.60544304813277337e-13 1.22870183066994639e-09 -3.68553195914040298e-12 4.31813257396171291e-13 -6.66905668120450093e-10 -2.00730303243544763e-12 1.39803061270331827e-09
-5.95195195195195197e+02 6.49548905335677817e-13 1.23188795945289507e-09 -3.57755022765183519e-12 4.07517981545925591e-13 -6.65425665754152424e-10 -1.99557719412218570e-12 1.40012736223103270e-09
-5.93993993993993968e+02 6.38553505858245106e-13 1.23507408823584479e-09 -3.46956849616333081e-12 3.83222705695594315e-13 -6.63945663387855583e-10 -1.98385135580888943e-12 1.40222978699823530e-09
-5.92792792792792739e+02 6.27558106380576115e-13 1.23826021701879182e-09 -3.36158676467477796e-12 3.58927429845331551e-13 -6.62465661021557190e-10 -1.97212551749557862e-12 1.40433786151583340e-09
-5.91591591591591623e+02 6.16562706902964074e-13 1.24144634580174216e-09 -3.25360503318606799e-12 3.34632153995105137e-13 -6.60985658655260658e-10 -1.96039967918240271e-12 1.40645156037927281e-09
-5.90390390390390394e+02 2.20230159940968499e-13 1.24449990230330382e-09 -1.64984248310537963e-12 3.33360694482131988e-13 -6.59575800853234130e-10 -1.94825667120900876e-12 1.40848390875404382e-09
-5.89189189189189165e+02 1.36147492361355651e-13 1.24775591028365142e-09 -1.41953517574689610e-12 3.32525447107847399e-13 -6.58181627110377932e-10 -1.91906167823654313e-12 1.41071035046199370e-09
-5.87987987987987935e+02 5.20648247813501135e-14 1.25101191826399799e-09 -1.18922786838843882e-12 3.31690199733785206e-13 -6.56787453367521113e-10 -1.88986668526406619e-12 1.41294220586961982e-09
-5.86786786786786820e+02 -3.20178427985173919e-14 1.25426792624434621e-09 -9.58920561029938936e-13 3.30854952359620927e-13 -6.55393279624665328e-10 -1.86067169229156704e-12 1.41517944936336530e-09
-5.85585585585585591e+02 -1.16100510378098736e-13 1.25752393422469402e-09 -7.28613253671435919e-13 3.30019704985382837e-13 -6.53999105881809233e-10 -1.83147669931917169e-12 1.41742205542973915e-09
-5.84384384384384362e+02 -2.00183177958007843e-13 1.26077994220504204e-09 -4.98305946312852324e-13 3.29184457611250719e-13 -6.52604932138952828e-10 -1.80228170634664932e-12 1.41966999865550220e-09
-5.83183183183183132e+02 -2.84265845537894736e-13 1.26403595018539068e-09 -2.67998638954484763e-13 3.28349210237103202e-13 -6.51210758396097250e-10 -1.77308671337421075e-12 1.42192325372783128e-09
-5.81981981981982017e+02 -3.68348513117718620e-13 1.26729195816573497e-09 -3.76913315959361562e-14 3.27513962862949930e-13 -6.49816584653239500e-10 -1.74389172040176350e-12 1.42418179543446480e-09
-5.80780780780780788e+02 -4.52431180697515242e-13 1.27054796614608485e-09 1.92615975762646606e-13 3.26678715488810188e-13 -6.48422410910384232e-10 -1.71469672742931483e-12 1.42644559866386965e-09
-5.79579579579579558e+02 -5.36513848277249461e-13 1.27380397412643473e-09 4.22923283121079471e-13 3.25843468114595978e-13 -6.47028237167529068e-10 -1.68550173445684517e-12 1.42871463840533755e-09
-5.78378378378378329e+02 -6.20596515857148470e-13 1.27705998210678295e-09 6.53230590479578954e-13 3.25008220740485872e-13 -6.45634063424672869e-10 -1.65630674148435329e-12 1.43098888974912610e-09
-5.77177177177177214e+02 -7.04679183436947111e-13 1.28031599008712766e-09 8.83537897838009674e-13 3.24172973366299026e-13 -6.44239889681815430e-10 -1.62711174851188019e-12 1.43326832788656404e-09
-5.75975975975975985e+02 -7.88761851016877019e-13 1.28357199806747878e-09 1.11384520519649543e-12 3.23337725992181549e-13 -6.42845715938960886e-10 -1.59791675553938992e-12 1.43555292811016061e-09
-5.74774774774774755e+02 -8.72844518596651426e-13 1.28682800604782597e-09 1.34415251255511042e-12 3.22502478617993592e-13 -6.41451542196104171e-10 -1.56872176256699982e-12 1.43784266581365978e-09
-5.73573573573573526e+02 -9.56927186176494092e-13 1.29008401402817295e-09 1.57445981991371229e-12 3.21667231243860768e-13 -6.40057368453247145e-10 -1.53952676959455762e-12 1.44013751649215271e-09
-5.72372372372372411e+02 -1.04100985375635614e-12 1.29334002200852014e-09 1.80476712727209848e-12 3.20831983869738141e-13 -6.38663194710391257e-10 -1.51033177662205665e-12 1.44243745574212656e-09
-5.71171171171171181e+02 -1.12509252133615075e-12 1.29659602998886837e-09 2.03507443463065451e-12 3.19996736495539784e-13 -6.37269020967535368e-10 -1.48113678364959406e-12 1.44474245926152346e-09
-5.69969969969969952e+02 -1.20917518891594515e-12 1.29985203796921514e-09 2.26538174198916611e-12 3.19161489121380302e-13 -6.35874847224678549e-10 -1.45194179067712782e-12 1.44705250284978409e-09
-5.68768768768768723e+02 -1.29325785649575287e-12 1.30310804594956399e-09 2.49568904934761834e-12 3.18326241747220820e-13 -6.34480673481822765e-10 -1.42274679770465371e-12 1.44936756240789362e-09
-5.67567567567567608e+02 -1.37734052407553152e-12 1.30636405392991138e-09 2.72599635670605643e-12 3.17490994373014687e-13 -6.33086499738966670e-10 -1.39355180473220626e-12 1.45168761393839454e-09
-5.66366366366366378e+02 -1.46142319165541296e-12 1.30962006191025857e-09 2.95630366406465850e-12 3.16655746998892364e-13 -6.31692325996109954e-10 -1.36435681175977577e-12 1.45401263354541600e-09
-5.65165165165165149e+02 -1.54550585923524876e-12 1.31287606989060535e-09 3.18661097142306671e-12 3.15820499624734497e-13 -6.30298152253252928e-10 -1.33516181878727218e-12 1.45634259743467672e-09
-5.63963963963963920e+02 -1.62958852681507164e-12 1.31613207787095171e-09 3.41691827878155246e-12 3.14985252250596624e-13 -6.28903978510396006e-10 -1.30596682581478030e-12 1.45867748191348436e-09
