TITLE = "Slice Y = 0"
VARIABLES = "X", "Z", "ExR", "EyR", "EzR", "ExI", "EyI", "EzI", "abs(E)"
ZONE I= 70, J= 70, F=POINT
-7.00000000000000000e+02 -7.00000000000000000e+02 3.50922869808383252e-12 1.72940896758807543e-09 -7.18787107286314323e-12 2.58092418512545352e-12 2.92717697570853271e-10 -6.85750925478836813e-13 1.75402683538360693e-09
-7.00000000000000000e+02 -6.79710144927536248e+02 -1.39168779061403180e-11 1.81572223574097634e-09 2.64817063515476725e-12 -1.16046710285670805e-11 3.12857784194606188e-10 1.81078382975747787e-12 1.84257045187463458e-09
-7.00000000000000000e+02 -6.59420289855072497e+02 -1.16332388069991548e-11 1.92033357687765535e-09 1.49543708552963909e-12 -1.02963902659147026e-11 3.45154233134532602e-10 1.01192488939714438e-12 1.95116813713122222e-09
-7.00000000000000000e+02 -6.39130434782608745e+02 -9.34959970785823712e-12 2.02494491801433250e-09 3.42703535904413195e-13 -8.98810950326238284e-12 3.77450682074458965e-10 2.13065949036785441e-13 2.05986390384425610e-09
-7.00000000000000000e+02 -6.18840579710144880e+02 -7.06596060871703191e-12 2.12955625915101255e-09 -8.10030013720857939e-13 -7.67982874060994190e-12 4.09747131014385845e-10 -5.85792991323574304e-13 2.16864300407758083e-09
-7.00000000000000000e+02 -5.98550724637681128e+02 -4.78232150957615466e-12 2.23416760028769012e-09 -1.96276356334595782e-12 -6.37154797795770615e-12 4.42043579954312157e-10 -1.38465193168389931e-12 2.27749349717590079e-09
-7.00000000000000000e+02 -5.78260869565217376e+02 5.29736748578280358e-12 2.34360036396607916e-09 -5.91704136735703167e-12 4.38156178386559052e-12 4.73379139778203583e-10 -1.53766591369600937e-12 2.39094857994479664e-09
-7.00000000000000000e+02 -5.57971014492753625e+02 3.52898749763351226e-12 2.46208583634445168e-09 -5.82211920644771230e-12 7.36301906548765856e-12 5.02914801310415756e-10 -2.25405039022771803e-12 2.51294560397211669e-09
-7.00000000000000000e+02 -5.37681159420289873e+02 1.71977980907272159e-12 2.58606103026306029e-09 -7.06487233591114165e-13 7.89394587079405027e-12 5.31108319244553939e-10 -1.60278122888244739e-12 2.64004849180311383e-09
-7.00000000000000000e+02 -5.17391304347826008e+02 3.39646451221750654e-12 2.70622443270722098e-09 -1.89108933668556778e-12 6.10071186698565064e-12 5.55126031966912992e-10 -2.09705744505403962e-12 2.76258435528657161e-09
